,origin,origin_lat,origin_long,destination,destination_lat,destination_long,date,price,url,note
0,Ciudad de México,19.4326077,-99.133208,India,20.593684,78.96288,2018-01-21,8621.0,http://www.vuelax.com/2018/01/21/cdmx-a-india-8621-3-nuevas-fechas/,
1,Guadalajara,20.6596988,-103.3496092,La Paz,-16.489689,-68.11929359999999,2018-01-20,1195.0,http://www.vuelax.com/2018/01/20/gdl-a-la-paz-1195/,
2,Ciudad de México,19.4326077,-99.133208,India,20.593684,78.96288,2018-01-20,8621.0,http://www.vuelax.com/2018/01/20/cdmx-a-india-8621-4-nuevas-fechas/,
3,Guadalajara,20.6596988,-103.3496092,China,35.86166,104.195397,2018-01-19,11046.0,http://www.vuelax.com/2018/01/19/gdl-y-cdmx-a-china-11046/,
4,Ciudad de México,19.4326077,-99.133208,China,35.86166,104.195397,2018-01-19,11046.0,http://www.vuelax.com/2018/01/19/gdl-y-cdmx-a-china-11046/,
5,Cancún,21.161908,-86.8515279,Ámsterdam,52.3702157,4.895167900000001,2018-01-19,9339.0,http://www.vuelax.com/2018/01/19/cun-a-amsterdam-9339/,
6,Cancún,21.161908,-86.8515279,Bogotá,4.710988599999999,-74.072092,2018-01-19,3106.0,http://www.vuelax.com/2018/01/19/cun-a-bogota-3106/,
7,Ciudad de México,19.4326077,-99.133208,India,20.593684,78.96288,2018-01-19,8630.0,http://www.vuelax.com/2018/01/19/cdmx-a-india-8630-3-nuevas-fechas/,
8,Toronto,43.653226,-79.3831843,Reikiavik,64.12652059999999,-21.8174392,2018-01-18,4121.0,http://www.vuelax.com/2018/01/18/toronto-a-reikiavik-4121-vuelos-directos/,
9,Ciudad de México,19.4326077,-99.133208,Puerto Rico,18.220833,-66.590149,2018-01-18,4229.0,http://www.vuelax.com/2018/01/18/cdmx-a-puerto-rico-4229/,
10,Ciudad de México,19.4326077,-99.133208,NYC,40.7127753,-74.0059728,2018-01-18,4008.0,http://www.vuelax.com/2018/01/18/cdmx-a-nyc-4008-vuelos-directos/,
11,Ciudad de México,19.4326077,-99.133208,Guatemala,15.783471,-90.23075899999999,2018-01-18,3148.0,http://www.vuelax.com/2018/01/18/cdmx-a-guatemala-3148-directos/,
12,Mérida,20.9673702,-89.5925857,La Habana,23.1135925,-82.3665956,2018-01-17,2661.0,http://www.vuelax.com/2018/01/17/merida-y-cun-a-la-habana-2661/,
13,Cancún,21.161908,-86.8515279,La Habana,23.1135925,-82.3665956,2018-01-17,2661.0,http://www.vuelax.com/2018/01/17/merida-y-cun-a-la-habana-2661/,
14,Ciudad de México,19.4326077,-99.133208,Puerto Escondido,15.8719795,-97.0767365,2018-01-17,1157.0,http://www.vuelax.com/2018/01/17/cdmx-a-puerto-escondido-1157-2/,
15,Ciudad de México,19.4326077,-99.133208,Bangalore,12.9715987,77.5945627,2018-01-17,8506.0,http://www.vuelax.com/2018/01/17/cdmx-a-bangalore-8506/,
16,Guadalajara,20.6596988,-103.3496092,Shanghai,31.2303904,121.4737021,2018-01-16,11125.0,http://www.vuelax.com/2018/01/16/gdl-y-cdmx-a-shanghai-11125/,
17,Ciudad de México,19.4326077,-99.133208,Shanghai,31.2303904,121.4737021,2018-01-16,11125.0,http://www.vuelax.com/2018/01/16/gdl-y-cdmx-a-shanghai-11125/,
18,Cancún,21.161908,-86.8515279,Manchester,53.4807593,-2.2426305,2018-01-16,9866.0,http://www.vuelax.com/2018/01/16/cancun-a-manchester-9866/,
19,Ciudad de México,19.4326077,-99.133208,Lima,-12.0463731,-77.042754,2018-01-16,4991.0,http://www.vuelax.com/2018/01/16/cdmx-a-lima-4991/,
20,Ciudad de México,19.4326077,-99.133208,India,20.593684,78.96288,2018-01-15,8867.0,http://www.vuelax.com/2018/01/15/cdmx-a-india-8867/,
21,Ciudad de México,19.4326077,-99.133208,India,20.593684,78.96288,2018-01-15,8485.0,http://www.vuelax.com/2018/01/15/cdmx-a-india-8485/,
22,Cancún,21.161908,-86.8515279,Dubái,25.2048493,55.2707828,2018-01-14,12540.0,http://www.vuelax.com/2018/01/14/cun-y-cdmx-a-dubai-12540/,
23,Ciudad de México,19.4326077,-99.133208,Dubái,25.2048493,55.2707828,2018-01-14,12540.0,http://www.vuelax.com/2018/01/14/cun-y-cdmx-a-dubai-12540/,
24,Ciudad de México,19.4326077,-99.133208,Tokyo,35.6894875,139.6917064,2018-01-14,10972.0,http://www.vuelax.com/2018/01/14/cdmx-a-tokyo-10972/,
25,Cancún,21.161908,-86.8515279,Bélgica,50.503887,4.469936,2018-01-13,9731.0,http://www.vuelax.com/2018/01/13/cun-a-belgica-9731/,
26,Ciudad de México,19.4326077,-99.133208,Lima,-12.0463731,-77.042754,2018-01-13,5059.0,http://www.vuelax.com/2018/01/13/cdmx-a-lima-5059/,
27,Islandia,64.963051,-19.020835,Inglaterra,52.3555177,-1.1743197,2018-01-12,1156.0,http://www.vuelax.com/2018/01/12/islandia-a-inglaterra-1156/,
28,Canadá,56.130366,-106.346771,Islandia,64.963051,-19.020835,2018-01-12,4425.0,http://www.vuelax.com/2018/01/12/canada-a-islandia-4425/,
29,Ciudad de México,19.4326077,-99.133208,Lima,-12.0463731,-77.042754,2018-01-12,5199.0,http://www.vuelax.com/2018/01/12/cdmx-a-lima-5199/,
30,Guadalajara,20.6596988,-103.3496092,L.A.,34.0522342,-118.2436849,2018-01-11,3269.0,http://www.vuelax.com/2018/01/11/gdl-y-cdmx-a-l-a-3269/,
31,Ciudad de México,19.4326077,-99.133208,L.A.,34.0522342,-118.2436849,2018-01-11,3269.0,http://www.vuelax.com/2018/01/11/gdl-y-cdmx-a-l-a-3269/,
32,Ciudad de México,19.4326077,-99.133208,Orlando,28.5383355,-81.3792365,2018-01-11,3216.0,http://www.vuelax.com/2018/01/11/cdmx-a-orlando-3216/,
33,Ciudad de México,19.4326077,-99.133208,Chile,-35.675147,-71.542969,2018-01-11,7883.0,http://www.vuelax.com/2018/01/11/cdmx-a-chile-7883/,
34,Ciudad de México,19.4326077,-99.133208,Bali,-8.4095178,115.188916,2018-01-10,12603.0,http://www.vuelax.com/2018/01/10/cdmx-y-gdl-a-bali-12603/,
35,Guadalajara,20.6596988,-103.3496092,Bali,-8.4095178,115.188916,2018-01-10,12603.0,http://www.vuelax.com/2018/01/10/cdmx-y-gdl-a-bali-12603/,
36,Ciudad de México,19.4326077,-99.133208,Puerto Escondido,15.8719795,-97.0767365,2018-01-10,1157.0,http://www.vuelax.com/2018/01/10/cdmx-a-puerto-escondido-1157/,
37,Ciudad de México,19.4326077,-99.133208,Lima,-12.0463731,-77.042754,2018-01-10,5509.0,http://www.vuelax.com/2018/01/10/cdmx-a-lima-5509/,
38,Toronto,43.653226,-79.3831843,Berlín,52.52000659999999,13.404954,2018-01-09,6792.0,http://www.vuelax.com/2018/01/09/toronto-a-berlin-6792/,
39,Ciudad de México,19.4326077,-99.133208,Miami,25.7616798,-80.1917902,2018-01-09,4103.0,http://www.vuelax.com/2018/01/09/cdmx-a-miami-4103-vuelos-directos/,
40,Ciudad de México,19.4326077,-99.133208,India,20.593684,78.96288,2018-01-09,12879.0,http://www.vuelax.com/2018/01/09/cdmx-a-india-12879/,
41,Cancún,21.161908,-86.8515279,La Habana,23.1135925,-82.3665956,2018-01-08,3219.0,http://www.vuelax.com/2018/01/08/cun-y-cdmx-a-la-habana-3219/,
42,Ciudad de México,19.4326077,-99.133208,La Habana,23.1135925,-82.3665956,2018-01-08,3219.0,http://www.vuelax.com/2018/01/08/cun-y-cdmx-a-la-habana-3219/,
43,Cancún,21.161908,-86.8515279,Holanda,52.132633,5.291265999999999,2018-01-08,9513.0,http://www.vuelax.com/2018/01/08/cun-a-holanda-9513/,
44,Ciudad de México,19.4326077,-99.133208,Ártico,76.2505778,-100.113952,2018-01-08,9257.0,http://www.vuelax.com/2018/01/08/cdmx-a-artico-9257/,
45,Ciudad de México,19.4326077,-99.133208,NYC,40.7127753,-74.0059728,2018-01-08,4138.0,http://www.vuelax.com/2018/01/08/cdmx-a-nyc-4138-vuelos-directos/,
46,Ciudad de México,19.4326077,-99.133208,Islas Caimán,19.3133,-81.2546,2018-01-08,9119.0,http://www.vuelax.com/2018/01/08/cdmx-a-islas-caiman-9119/,
47,Canadá,56.130366,-106.346771,Francia,37.09024,-95.712891,2018-01-07,5499.0,http://www.vuelax.com/2018/01/07/canada-a-francia-5499/,
48,Ciudad de México,19.4326077,-99.133208,Puerto Escondido,15.8719795,-97.0767365,2018-01-06,1150.0,http://www.vuelax.com/2018/01/06/cdmx-a-puerto-escondido-1150/,
49,Ciudad de México,19.4326077,-99.133208,Japón,36.204824,138.252924,2018-01-06,10912.0,http://www.vuelax.com/2018/01/06/cdmx-a-japon-10912/,
50,Canadá,56.130366,-106.346771,Islandia,64.963051,-19.020835,2018-01-05,4247.0,http://www.vuelax.com/2018/01/05/canada-a-islandia-4247/,
51,Cancún,21.161908,-86.8515279,Madrid,40.4167754,-3.7037902,2018-01-05,10320.0,http://www.vuelax.com/2018/01/05/cun-a-madrid-10320-vuelos-directos/,
52,Ciudad de México,19.4326077,-99.133208,Vancouver,49.2827291,-123.1207375,2018-01-05,5036.0,http://www.vuelax.com/2018/01/05/cdmx-a-vancouver-5036-vuelos-directos/,
53,Ciudad de México,19.4326077,-99.133208,Puerto Rico,18.220833,-66.590149,2018-01-05,4728.0,http://www.vuelax.com/2018/01/05/cdmx-a-puerto-rico-4728/,
54,Ciudad de México,19.4326077,-99.133208,Calgary,51.0486151,-114.0708459,2018-01-05,5513.0,http://www.vuelax.com/2018/01/05/cdmx-a-calgary-5513-vuelos-directos/,
55,Cancún,21.161908,-86.8515279,Baréin,26.0667,50.5577,2018-01-04,8989.0,http://www.vuelax.com/2018/01/04/cun-y-cdmx-a-barein-8989/,
56,Ciudad de México,19.4326077,-99.133208,Baréin,26.0667,50.5577,2018-01-04,8989.0,http://www.vuelax.com/2018/01/04/cun-y-cdmx-a-barein-8989/,
57,Cancún,21.161908,-86.8515279,Alemania,51.165691,10.451526,2018-01-04,10168.0,http://www.vuelax.com/2018/01/04/cun-a-alemania-10168-vuelos-directos/,
58,Ciudad de México,19.4326077,-99.133208,Kuwait,29.31166,47.481766,2018-01-04,10575.0,http://www.vuelax.com/2018/01/04/cdmx-a-kuwait-10575/,
59,Ciudad de México,19.4326077,-99.133208,Guatemala,15.783471,-90.23075899999999,2018-01-04,3512.0,http://www.vuelax.com/2018/01/04/cdmx-a-guatemala-3512/,
60,Cancún,21.161908,-86.8515279,NYC,40.7127753,-74.0059728,2018-01-03,4137.0,http://www.vuelax.com/2018/01/03/cun-y-cdmx-a-nyc-4137/,
61,Ciudad de México,19.4326077,-99.133208,NYC,40.7127753,-74.0059728,2018-01-03,4137.0,http://www.vuelax.com/2018/01/03/cun-y-cdmx-a-nyc-4137/,
62,Cancún,21.161908,-86.8515279,Bélgica,50.503887,4.469936,2018-01-03,9392.0,http://www.vuelax.com/2018/01/03/cun-a-belgica-9392/,
63,Ciudad de México,19.4326077,-99.133208,Ártico,76.2505778,-100.113952,2018-01-03,9812.0,http://www.vuelax.com/2018/01/03/cdmx-a-artico-9812-temporada-auroras/,
64,Toronto,43.653226,-79.3831843,Islandia,64.963051,-19.020835,2018-01-02,4495.0,http://www.vuelax.com/2018/01/02/toronto-a-islandia-4495/,
65,Cancún,21.161908,-86.8515279,Dubái,25.2048493,55.2707828,2018-01-02,11295.0,http://www.vuelax.com/2018/01/02/cun-y-cdmx-a-dubai-11295/,
66,Ciudad de México,19.4326077,-99.133208,Dubái,25.2048493,55.2707828,2018-01-02,11295.0,http://www.vuelax.com/2018/01/02/cun-y-cdmx-a-dubai-11295/,
67,Cancún,21.161908,-86.8515279,Londres,51.5073509,-0.1277583,2018-01-01,10619.0,http://www.vuelax.com/2018/01/01/cun-a-londres-10619/,
68,Ciudad de México,19.4326077,-99.133208,Japón,36.204824,138.252924,2018-01-01,11142.0,http://www.vuelax.com/2018/01/01/cdmx-y-gdl-a-japon-11142/,
69,Guadalajara,20.6596988,-103.3496092,Japón,36.204824,138.252924,2018-01-01,11142.0,http://www.vuelax.com/2018/01/01/cdmx-y-gdl-a-japon-11142/,
70,Ciudad de México,19.4326077,-99.133208,Cusco,-13.53195,-71.96746259999999,2018-01-01,7123.0,http://www.vuelax.com/2018/01/01/cdmx-a-cuzco-7123/,
71,Ciudad de México,19.4326077,-99.133208,Lima,-12.0463731,-77.042754,2017-12-31,5581.0,http://www.vuelax.com/2017/12/31/cdmx-a-lima-5581/,
72,Ciudad de México,19.4326077,-99.133208,Bahréin,26.0667,50.5577,2017-12-31,9374.0,http://www.vuelax.com/2017/12/31/cdmx-a-bahrein-9374/,
73,Ciudad de México,19.4326077,-99.133208,Cancún,21.161908,-86.8515279,2017-12-30,2612.0,http://www.vuelax.com/2017/12/30/vuelo-hotel-cdmx-mty-gdl-leon-tij-y-slp-a-cancun-2612/,
74,Monterrey,25.6866142,-100.3161126,Cancún,21.161908,-86.8515279,2017-12-30,2612.0,http://www.vuelax.com/2017/12/30/vuelo-hotel-cdmx-mty-gdl-leon-tij-y-slp-a-cancun-2612/,
75,Guadalajara,20.6596988,-103.3496092,Cancún,21.161908,-86.8515279,2017-12-30,2612.0,http://www.vuelax.com/2017/12/30/vuelo-hotel-cdmx-mty-gdl-leon-tij-y-slp-a-cancun-2612/,
76,León,42.5987263,-5.5670959,Cancún,21.161908,-86.8515279,2017-12-30,2612.0,http://www.vuelax.com/2017/12/30/vuelo-hotel-cdmx-mty-gdl-leon-tij-y-slp-a-cancun-2612/,
77,San Luis Potosí,22.1564699,-100.9855409,Cancún,21.161908,-86.8515279,2017-12-30,2612.0,http://www.vuelax.com/2017/12/30/vuelo-hotel-cdmx-mty-gdl-leon-tij-y-slp-a-cancun-2612/,
78,Cancún,21.161908,-86.8515279,Orlando,28.5383355,-81.3792365,2017-12-30,2271.0,http://www.vuelax.com/2017/12/30/cun-y-cdmx-a-orlando-2271/,
79,Ciudad de México,19.4326077,-99.133208,Orlando,28.5383355,-81.3792365,2017-12-30,2271.0,http://www.vuelax.com/2017/12/30/cun-y-cdmx-a-orlando-2271/,
80,Ciudad de México,19.4326077,-99.133208,Dubai,25.2048493,55.2707828,2017-12-30,13070.0,http://www.vuelax.com/2017/12/30/cdmx-a-dubai-13070/,
81,Milán,45.4642035,9.189982,Moscú,55.755826,37.6172999,2017-12-29,17685.0,http://www.vuelax.com/2017/12/29/mundial-cdmx-a-milan-milan-a-moscu-17685/,
82,Vancouver,49.2827291,-123.1207375,China,35.86166,104.195397,2017-12-29,8615.0,http://www.vuelax.com/2017/12/29/vancouver-a-china-8615/,
83,Ciudad de México,19.4326077,-99.133208,P. Escondido,33.1192068,-117.086421,2017-12-29,1172.0,http://www.vuelax.com/2017/12/29/cdmx-a-p-escondido-1172-2/,
84,Ciudad de México,19.4326077,-99.133208,Milán,45.4642035,9.189982,2017-12-29,12973.0,http://www.vuelax.com/2017/12/29/cdmx-a-milan-12973-opcion-de-hostal-desde-612-pesos-la-noche-con-desayuno-incluido/,
85,New York City,40.7127753,-74.0059728,"Reikiavik, Islandia",64.12652059999999,-21.8174392,2017-12-28,3945.0,http://www.vuelax.com/2017/12/28/nyc-a-reikiavik-islandia-3945/,
86,New York City,40.7127753,-74.0059728,París,48.856614,2.3522219,2017-12-28,6180.0,http://www.vuelax.com/2017/12/28/nyc-a-paris-6180/,
87,Cancún,21.161908,-86.8515279,Miami,25.7616798,-80.1917902,2017-12-28,3344.0,http://www.vuelax.com/2017/12/28/cun-y-cdmx-a-miami-3344/,
88,Ciudad de México,19.4326077,-99.133208,Miami,25.7616798,-80.1917902,2017-12-28,3344.0,http://www.vuelax.com/2017/12/28/cun-y-cdmx-a-miami-3344/,
89,Ciudad de México,19.4326077,-99.133208,NYC,40.7127753,-74.0059728,2017-12-28,4242.0,http://www.vuelax.com/2017/12/28/cdmx-a-nyc-4242-opcion-de-hostal-desde-662-pesos-la-noche/,
90,23 ciudades más,,,NYC,40.7127753,-74.0059728,2017-12-28,4242.0,http://www.vuelax.com/2017/12/28/cdmx-a-nyc-4242-opcion-de-hostal-desde-662-pesos-la-noche/,
91,Ciudad de México,19.4326077,-99.133208,Puerto Vallarta,20.653407,-105.2253316,2017-12-28,1697.0,http://www.vuelax.com/2017/12/28/cdmx-a-puerto-vallarta-1697/,
92,Ciudad de México,19.4326077,-99.133208,"El Cairo, Egipto",30.0444196,31.2357116,2017-12-28,10476.0,http://www.vuelax.com/2017/12/28/cdmx-a-el-cairo-egipto-10476/,
93,Monterrey,25.6866142,-100.3161126,"Mérida, Yucatán",20.9673702,-89.5925857,2017-12-27,1430.0,http://www.vuelax.com/2017/12/27/mty-gdl-y-cdmx-a-merida-yucatan-1430-opcion-de-hostal-desde-128-pesos-la-noche-con-desayuno-incluido/,
94,Guadalajara,20.6596988,-103.3496092,"Mérida, Yucatán",20.9673702,-89.5925857,2017-12-27,1430.0,http://www.vuelax.com/2017/12/27/mty-gdl-y-cdmx-a-merida-yucatan-1430-opcion-de-hostal-desde-128-pesos-la-noche-con-desayuno-incluido/,
95,Ciudad de México,19.4326077,-99.133208,"Mérida, Yucatán",20.9673702,-89.5925857,2017-12-27,1430.0,http://www.vuelax.com/2017/12/27/mty-gdl-y-cdmx-a-merida-yucatan-1430-opcion-de-hostal-desde-128-pesos-la-noche-con-desayuno-incluido/,
96,Cancún,21.161908,-86.8515279,"Helsinki, Finlandia",60.16985569999999,24.9383791,2017-12-27,15557.0,http://www.vuelax.com/2017/12/27/cun-a-helsinki-finlandia-15557/,
97,Cancún,21.161908,-86.8515279,"Düsseldorf, Alemania",51.2277411,6.7734556,2017-12-27,10302.0,http://www.vuelax.com/2017/12/27/cun-a-dusseldorf-alemania-10302/,
98,Ciudad de México,19.4326077,-99.133208,"Tokio, Japón",35.6894875,139.6917064,2017-12-27,11676.0,http://www.vuelax.com/2017/12/27/cdmx-a-tokio-japon-11676-opcion-de-hostal-desde-378-pesos-la-noche-con-desayuno-incluido/,
99,Ciudad de México,19.4326077,-99.133208,"El Cairo, Egipto",30.0444196,31.2357116,2017-12-27,10694.0,http://www.vuelax.com/2017/12/27/cdmx-a-el-cairo-egipto-10694-opcion-de-hostal-desde-188-pesos-con-desayuno-incluido-en-habitacion-privada/,
100,Ciudad de México,19.4326077,-99.133208,Dubai,25.2048493,55.2707828,2017-12-27,12987.0,http://www.vuelax.com/2017/12/27/cdmx-a-dubai-12987/,
101,Ciudad de México,19.4326077,-99.133208,Las Vegas,36.1699412,-115.1398296,2017-12-26,3604.0,http://www.vuelax.com/2017/12/26/desde-todo-mexico-cdmx-y-23-ciudades-mas-a-las-vegas-36/,
102,23 ciudades más,,,Las Vegas,36.1699412,-115.1398296,2017-12-26,3604.0,http://www.vuelax.com/2017/12/26/desde-todo-mexico-cdmx-y-23-ciudades-mas-a-las-vegas-36/,
103,Monterre,40.6239194,-75.62705509999999,Cancún,21.161908,-86.8515279,2017-12-26,1567.0,http://www.vuelax.com/2017/12/26/monterrey-a-cancun-1567/,
104,L,51.4427238,6.0608726,Roma,41.9027835,12.4963655,2017-12-26,7713.0,http://www.vuelax.com/2017/12/26/l-a-a-roma-7713/,
105,A,,,Roma,41.9027835,12.4963655,2017-12-26,7713.0,http://www.vuelax.com/2017/12/26/l-a-a-roma-7713/,
106,Cancún,21.161908,-86.8515279,Bogotá,4.710988599999999,-74.072092,2017-12-26,4077.0,http://www.vuelax.com/2017/12/26/cun-a-bogota-4077/,
107,Ciudad de México,19.4326077,-99.133208,Toronto,43.653226,-79.3831843,2017-12-26,4643.0,http://www.vuelax.com/2017/12/26/cdmx-a-toronto-4643-opcion-de-hostal-desde-444-pesos-la-noche/,
108,Ciudad de México,19.4326077,-99.133208,Phuket,7.9519331,98.33808839999999,2017-12-26,11531.0,http://www.vuelax.com/2017/12/26/cdmx-a-phuket-11531/,
109,Ciudad de México,19.4326077,-99.133208,"Houston, TX",29.7604267,-95.3698028,2017-12-25,3185.0,http://www.vuelax.com/2017/12/25/cdmx-y-23-ciudades-mas-a-houston-tx-3185/,
110,23 ciudades más,,,"Houston, TX",29.7604267,-95.3698028,2017-12-25,3185.0,http://www.vuelax.com/2017/12/25/cdmx-y-23-ciudades-mas-a-houston-tx-3185/,
111,Ciudad de México,19.4326077,-99.133208,Vancouver,49.2827291,-123.1207375,2017-12-25,4079.0,http://www.vuelax.com/2017/12/25/cdmx-a-vancouver-4079-2/,
112,Ciudad de México,19.4326077,-99.133208,Vancouver,49.2827291,-123.1207375,2017-12-24,4172.0,http://www.vuelax.com/2017/12/24/cdmx-a-vancouver-4172/,
113,Ciudad de México,19.4326077,-99.133208,NYC,40.7127753,-74.0059728,2017-12-24,4186.0,http://www.vuelax.com/2017/12/24/cdmx-a-nyc-4186/,
114,Ciudad de México,19.4326077,-99.133208,Mazatlán,23.2494148,-106.4111425,2017-12-23,3519.0,http://www.vuelax.com/2017/12/23/vuelo-hotel-cdmx-mty-gdl-a-mazatlan-3519/,
115,Monterrey,25.6866142,-100.3161126,Mazatlán,23.2494148,-106.4111425,2017-12-23,3519.0,http://www.vuelax.com/2017/12/23/vuelo-hotel-cdmx-mty-gdl-a-mazatlan-3519/,
116,Guadalajara,20.6596988,-103.3496092,Mazatlán,23.2494148,-106.4111425,2017-12-23,3519.0,http://www.vuelax.com/2017/12/23/vuelo-hotel-cdmx-mty-gdl-a-mazatlan-3519/,
117,Ciudad de México,19.4326077,-99.133208,Ártico,76.2505778,-100.113952,2017-12-23,9539.0,http://www.vuelax.com/2017/12/23/cdmx-a-artico-9539-temporada-de-auroras/,
118,Ciudad de México,19.4326077,-99.133208,Vancouver,49.2827291,-123.1207375,2017-12-23,4079.0,http://www.vuelax.com/2017/12/23/cdmx-a-vancouver-4079/,
119,Cancun,21.161908,-86.8515279,París,48.856614,2.3522219,2017-12-22,10945.0,http://www.vuelax.com/2017/12/22/cancun-gdl-mty-slp-y-silao-a-paris-10945-opcion-de-hostal-desde-564-pesos-la-noche-con-desayuno-incluido/,
120,Guadalajara,20.6596988,-103.3496092,París,48.856614,2.3522219,2017-12-22,10945.0,http://www.vuelax.com/2017/12/22/cancun-gdl-mty-slp-y-silao-a-paris-10945-opcion-de-hostal-desde-564-pesos-la-noche-con-desayuno-incluido/,
121,Monterrey,25.6866142,-100.3161126,París,48.856614,2.3522219,2017-12-22,10945.0,http://www.vuelax.com/2017/12/22/cancun-gdl-mty-slp-y-silao-a-paris-10945-opcion-de-hostal-desde-564-pesos-la-noche-con-desayuno-incluido/,
122,San Luis Potosí,22.1564699,-100.9855409,París,48.856614,2.3522219,2017-12-22,10945.0,http://www.vuelax.com/2017/12/22/cancun-gdl-mty-slp-y-silao-a-paris-10945-opcion-de-hostal-desde-564-pesos-la-noche-con-desayuno-incluido/,
123,Silao,20.952141,-101.4282369,París,48.856614,2.3522219,2017-12-22,10945.0,http://www.vuelax.com/2017/12/22/cancun-gdl-mty-slp-y-silao-a-paris-10945-opcion-de-hostal-desde-564-pesos-la-noche-con-desayuno-incluido/,
124,Ciudad de México,19.4326077,-99.133208,NYC,40.7127753,-74.0059728,2017-12-22,4322.0,http://www.vuelax.com/2017/12/22/cdmx-a-nyc-4322/,
125,Monterrey,25.6866142,-100.3161126,París,48.856614,2.3522219,2017-12-21,10850.0,http://www.vuelax.com/2017/12/21/mty-gdl-y-cun-a-paris-10850/,
126,Guadalajara,20.6596988,-103.3496092,París,48.856614,2.3522219,2017-12-21,10850.0,http://www.vuelax.com/2017/12/21/mty-gdl-y-cun-a-paris-10850/,
127,Cancún,21.161908,-86.8515279,París,48.856614,2.3522219,2017-12-21,10850.0,http://www.vuelax.com/2017/12/21/mty-gdl-y-cun-a-paris-10850/,
128,Ciudad de México,19.4326077,-99.133208,"Varadero, Cuba",23.179858,-81.1885293,2017-12-21,4010.0,http://www.vuelax.com/2017/12/21/cdmx-a-varadero-cuba-4010/,
129,Ciudad de México,19.4326077,-99.133208,"Santa Clara, Cuba",22.424398,-79.9416549,2017-12-21,3882.0,http://www.vuelax.com/2017/12/21/cdmx-a-santa-clara-cuba-3882/,
130,Ciudad de México,19.4326077,-99.133208,P. Escondido,33.1192068,-117.086421,2017-12-21,1172.0,http://www.vuelax.com/2017/12/21/cdmx-a-p-escondido-1172/,
131,Ciudad de México,19.4326077,-99.133208,"Cusco, Perú",-13.53195,-71.96746259999999,2017-12-21,6941.0,http://www.vuelax.com/2017/12/21/cdmx-a-cusco-peru-6941-opcion-de-hostal-desde-173-pesos-la-noche-con-desayuno-incluido/,
132,Guadalajara,20.6596988,-103.3496092,"Katmandú, Nepal",27.7172453,85.3239605,2017-12-20,14515.0,http://www.vuelax.com/2017/12/20/gdl-y-cdmx-a-katmandu-nepal-14515-opcion-de-hostal-desde-191-pesos-la-noche/,
133,Ciudad de México,19.4326077,-99.133208,"Katmandú, Nepal",27.7172453,85.3239605,2017-12-20,14515.0,http://www.vuelax.com/2017/12/20/gdl-y-cdmx-a-katmandu-nepal-14515-opcion-de-hostal-desde-191-pesos-la-noche/,
134,Ciudad de México,19.4326077,-99.133208,"San José, Costa Rica",9.9280694,-84.0907246,2017-12-20,3232.0,http://www.vuelax.com/2017/12/20/cdmx-y-23-ciudades-mas-a-san-jose-costa-rica-3232-opcion-de-hostal-desde/,
135,23 ciudades más,,,"San José, Costa Rica",9.9280694,-84.0907246,2017-12-20,3232.0,http://www.vuelax.com/2017/12/20/cdmx-y-23-ciudades-mas-a-san-jose-costa-rica-3232-opcion-de-hostal-desde/,
136,Ciudad de México,19.4326077,-99.133208,Sudáfrica,-30.559482,22.937506,2017-12-20,20614.0,http://www.vuelax.com/2017/12/20/cdmx-a-sudafrica-20614/,
137,Ciudad de México,19.4326077,-99.133208,Japón,36.204824,138.252924,2017-12-20,10967.0,http://www.vuelax.com/2017/12/20/cdmx-a-japon-10967/,
138,Ciudad de México,19.4326077,-99.133208,Cancún,21.161908,-86.8515279,2017-12-20,1640.0,http://www.vuelax.com/2017/12/20/cdmx-a-cancun-1640-opcion-de-renta-de-auto-desde-47-pesos-por-3-dias/,
139,Mérida,20.9673702,-89.5925857,Hawaii,19.8967662,-155.5827818,2017-12-19,7285.0,http://www.vuelax.com/2017/12/19/merida-a-hawaii-7285/,
140,Canadá,56.130366,-106.346771,China,35.86166,104.195397,2017-12-19,7260.0,http://www.vuelax.com/2017/12/19/canada-a-china-7260/,
141,Ciudad de México,19.4326077,-99.133208,NYC,40.7127753,-74.0059728,2017-12-19,4796.0,http://www.vuelax.com/2017/12/19/cdmx-y-23-ciudades-mas-a-nyc-4796-opcion-de-hostal-desde-635-pesos-la-noche/,
142,23 ciudades más,,,NYC,40.7127753,-74.0059728,2017-12-19,4796.0,http://www.vuelax.com/2017/12/19/cdmx-y-23-ciudades-mas-a-nyc-4796-opcion-de-hostal-desde-635-pesos-la-noche/,
143,Ciudad de México,19.4326077,-99.133208,Toronto,43.653226,-79.3831843,2017-12-19,5601.0,http://www.vuelax.com/2017/12/19/cdmx-a-toronto-5601-opcion-de-hostal-desde-423-pesos-la-noche/,
144,Aguascalientes,21.8852562,-102.2915677,Cancún,21.161908,-86.8515279,2017-12-19,1478.0,http://www.vuelax.com/2017/12/19/aguascalientes-a-cancun-1478/,
145,Ciudad de México,19.4326077,-99.133208,"San Jose, Costa Rica",9.9280694,-84.0907246,2017-12-18,4358.0,http://www.vuelax.com/2017/12/18/vuelo-hotel-cdmx-gdl-y-mty-a-san-jose-costa-rica-4358/,
146,Guadalajara,20.6596988,-103.3496092,"San Jose, Costa Rica",9.9280694,-84.0907246,2017-12-18,4358.0,http://www.vuelax.com/2017/12/18/vuelo-hotel-cdmx-gdl-y-mty-a-san-jose-costa-rica-4358/,
